taxonomy_id,phylum,class,order,family,genus,species,strain,Gram.stain,genome_size,,,
1238184,Bacillota,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Oceanobacillus kimchii,Oceanobacillus kimchii X50,positive,3830781,,,
123824,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Frederiksenia,Frederiksenia canicola,Frederiksenia canicola,negative,2136304,,,
123841,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter canadensis,Helicobacter canadensis,negative,1617544,,,
123899,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella trematum,Bordetella trematum,negative,4476250,,,
1238993,Mycoplasmatota,-,Mycoplasmoidales,Mycoplasmoidaceae,Mycoplasmoides,Mycoplasmoides pneumoniae,Mycoplasma pneumoniae M129-B7,negative,816451,,,
1239307,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Bruguierivoracaceae,Sodalis,Sodalis praecaptivus,Sodalis praecaptivus,negative,5159425,,,
1239415,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia sp. PRO95,Dokdonia sp. PRO95,negative,3305193,,,
1239783,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus atrophaeus,Bacillus atrophaeus UCMB-5137,positive,4064321,,,
1239881,Pseudomonadota,Gammaproteobacteria,Candidatus Johnevansiales,Candidatus Johnevansiaceae,Candidatus Portiera,Candidatus Portiera aleyrodidarum,Candidatus Portiera aleyrodidarum BT-QVLC,negative,354200,,,
1240086,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya solani,Dickeya solani RNS 08.23.3.1.A,negative,4922468,,,
1240404,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya oryzae,Dickeya oryzae,negative,4750442,,,
1240471,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Blochmanniella,Candidatus Blochmanniella chromaiodes,Candidatus Blochmannia chromaiodes str. 640,negative,791219,,,
1240694,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Blegdam str. S-1824,negative,4693979,,,
1240708,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Bergen str. ST350,negative,4801835,,,
1240980,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter fetus,Campylobacter fetus subsp. fetus 04/554,negative,1826626,,,
1241582,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia thailandensis,Burkholderia thailandensis 2002721723,negative,6577133,,,
1241583,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei NCTC 13179,negative,7337157,,,
1241832,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola,Buchnera aphidicola (Acyrthosiphon lactucae),negative,653487,,,
1241833,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola,Buchnera aphidicola (Anoecia oenotherae),negative,548691,,,
1241834,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola,Buchnera aphidicola (Aphis nasturtii),negative,641028,,,
1241835,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola,Buchnera aphidicola (Aphis nerii),negative,642180,,,
1241836,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola,Buchnera aphidicola (Artemisaphis artemisicola),negative,641024,,,
1241846,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola,NA,negative,611501,,,
1241859,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola,Buchnera aphidicola (Hyadaphis tataricae),negative,644774,,,
1241860,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola,Buchnera aphidicola (Hyperomyzus lactucae),negative,652809,,,
1241865,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola,Buchnera aphidicola (Macrosiphoniella sanborni),negative,632796,,,
1241868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola,NA,negative,428918,,,
1241869,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola,Buchnera aphidicola (Muscaphis stroyani),negative,630615,,,
1241878,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola,Buchnera aphidicola (Sarucallis kahawaluokalani),negative,428356,,,
1241881,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola,NA,negative,434724,,,
1241884,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola,Buchnera aphidicola (Therioaphis trifolii),negative,419293,,,
1241978,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium bernardetii,Chryseobacterium bernardetii,negative,5294360,,,
1241979,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Kaistella,Kaistella carnis,Kaistella carnis,negative,3018756,,,
1241981,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium lactis,Chryseobacterium lactis,negative,5593731,,,
1241982,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium nakagawai,Chryseobacterium nakagawai,negative,5598923,,,
1242087,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Antsalova str. S01-0511,negative,4648086,,,
1242088,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Apapa str. SA20060561,negative,4801658,,,
1242089,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Borreze str. SA20041063,negative,4777558,,,
1242090,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Crossness str. 1422-74,negative,4847468,,,
1242091,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Djakarta str. S-1087,negative,4668861,,,
1242094,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Gaminara str. SA20063285,negative,4957986,,,
1242096,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Hillingdon str. N1529-D3,negative,4618056,,,
1242097,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Hvittingfoss str. SA20014981,negative,4940239,,,
1242098,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar India str. SA20085604,negative,5868736,,,
1242101,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Johannesburg str. ST203,negative,4651794,,,
1242102,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Kentucky str. SA20030505,negative,4850980,,,
1242105,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Koessen str. S-1501,negative,4566169,,,
1242106,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Krefeld str. SA20030536,negative,4942273,,,
1242107,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Macclesfield str. S-1643,negative,5268613,,,
1242108,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Manchester str. ST278,negative,4532753,,,
1242174,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Dyella,Dyella kyungheensis,NA,negative,4907265,,,
1242245,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii XBB1,negative,4081329,,,
1243578,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Milwaukee str. SA19950795,negative,5102439,,,
1243579,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Moscow str. S-1843,negative,4690402,,,
1243584,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Onderstepoort str. SA20060086,negative,5005424,,,
1243586,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Ouakam str. SA20034636,negative,4874915,,,
1243591,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Quebec str. S-1267,negative,4645312,,,
1243595,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Wandsworth str. SA20092095,negative,4916040,,,
1243600,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Yovokome str. S-1850,negative,4640929,,,
1243602,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. salamae serovar 55:k:z39 str. 1315K,negative,5051440,,,
1243612,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. diarizonae serovar 50:k:z str. MZ0080,negative,5076950,,,
1243616,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. diarizonae serovar 65:c:z str. SA20044251,negative,5066092,,,
1243617,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella bongori,Salmonella bongori serovar 66:z41:- str. SA19983605,negative,4468959,,,
1243619,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110354,negative,4711160,,,
1243620,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110355,negative,4681839,,,
1243621,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110356,negative,4682805,,,
1244085,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae CG43,negative,5166857,,,
1244111,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110357,negative,4678418,,,
1244112,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110358,negative,4678687,,,
1244113,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110359,negative,4711474,,,
1244118,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110360,negative,4678618,,,
1244119,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110361,negative,4682911,,,
1244120,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111095,negative,4679953,,,
1244121,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111175,negative,4679808,,,
1244122,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111174,negative,4683803,,,
1244529,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter fetus,Campylobacter fetus subsp. testudinum Sp3,negative,1819051,,,
1244531,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter iguaniorum,Campylobacter iguaniorum,negative,1754638,,,
1245,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc mesenteroides,Leuconostoc mesenteroides,positive,2010411.5,,,
1245436,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia kirstenboschensis,NA,negative,8950019,,,
1245469,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium oligotrophicum,Bradyrhizobium oligotrophicum S58,negative,8264165,,,
1245471,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Metapseudomonas,Metapseudomonas resinovorans,Pseudomonas resinovorans NBRC 106553,negative,6484828,,,
1245474,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli ER2796,negative,4558663,,,
1245526,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Geopseudomonas,Geopseudomonas guangdongensis,Pseudomonas guangdongensis,negative,3191154,,,
1246,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc lactis,Leuconostoc lactis,positive,1667865,,,
1246119,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium canetti,Mycobacterium canettii CIPT 140070002,positive,4402586,,,
1246120,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium canetti,Mycobacterium canettii CIPT 140070005,positive,4371897,,,
1246121,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium canetti,NA,positive,4406013,,,
1246301,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax paradoxus,Variovorax paradoxus B4,negative,7148516,,,
1246305,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio vulnificus,Vibrio vulnificus Env1,negative,4954048,,,
1246365,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,Streptococcus suis SC070731,positive,2138568,,,
1246626,Bacillota,Bacilli,Bacillales,Bacillaceae,Shouchella,Shouchella lehensis,Alkalihalobacillus lehensis G1,positive,3993073,,,
1246634,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium canetti,Mycobacterium canettii CIPT 140070007,positive,4464427,,,
1246955,Mycoplasmatota,-,Mycoplasmoidales,Metamycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis cynos,Mycoplasmopsis cynos C142,negative,998123,,,
1246994,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia anophelis,Elizabethkingia anophelis R26,negative,4058311,,,
1246995,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes friuliensis,Actinoplanes friuliensis DSM 7358,positive,9376071,,,
1247,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus oeni,Oenococcus oeni,positive,1857283,,,
1247023,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Arsenophonus,Candidatus Arsenophonus nilaparvatae,NA,negative,3358709,,,
1247414,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria gonorrhoeae,Neisseria gonorrhoeae NG-k51.05,negative,2236743,,,
1247546,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas hunanensis,NA,negative,6223468,,,
1247649,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella holmesii,NA,negative,3687069,,,
1247726,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Advenella,Advenella mimigardefordensis,Advenella mimigardefordensis DPN7,negative,4764126,,,
124798,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium phyllosphaerae,NA,positive,3728650,,,
1248439,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,Anaplasma ovis,Anaplasma ovis str. Haibei,negative,1214674,,,
1248725,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,Helicobacter pylori OK113,negative,1616617,,,
1248726,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,Helicobacter pylori OK310,negative,1595436,,,
1248727,Pseudomonadota,Gammaproteobacteria,-,-,-,endosymbiont of unidentified scaly snail isolate Monju,endosymbiont of unidentified scaly snail isolate Monju,negative,2597759,,,
1248823,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O145:H28 str. RM12581,negative,5737293,,,
1248902,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O145:H28 str. RM13514,negative,5737294,,,
1248903,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O145:H28 str. RM12761,negative,5559014,,,
1248915,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O145:H28 str. RM13516,negative,5559008,,,
1249,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella paramesenteroides,Weissella paramesenteroides,positive,1985594.5,,,
1249101,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium celeriflavum,Mycolicibacterium celeriflavum,positive,5024249,,,
1249468,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei NCTC 13178,negative,7391364,,,
1249469,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei MSHR1328,negative,7154488,,,
1249470,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei MSHR1079,negative,7354275,,,
1249471,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei MSHR146,negative,7313103,,,
1249472,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei MSHR2543,negative,7446569,,,
